pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
mtc-A:469,mtc-A:469,,test,"he said that Thailand signed an extradition agreement with Hun Sen government . in pursuant to the agreement , Thailand can hand over any criminal wanted by Phnom Penh and let them be tried in Cambodia .","he also mentioned , Thailand signed a criminal extradition agreement with Hun Sen government in May this year . therefore , Thailand can extradite those criminals wanted by Cambodia to Phnom Penh authority for punishment according to this law .","he say that thailand sign an extradition agreement with hun sen government . in pursuant to the agreement , thailand can hand over any criminal want by phnom penh and let them be try in cambodia .","he also mention , thailand sign a criminal extradition agreement with hun sen government in may this year . therefore , thailand can extradite those criminal want by cambodia to phnom penh authority for punishment accord to this law .",0.574468085106383,36-39 6-8 7-9 8-10 9-11 10-12 11-13 18-20 19-21 20-22 24-25 25-26 26-27 3-4 4-5 27-30 28-31 1-2 0-0 14-35 35-28 5-6 15-36 ,{},{},{},0-0 1-2 2-3 3-4 4-5 5-6 6-8 7-9 8-10 9-11 10-12 11-13 18-20 19-21 20-22 21-23 22-23 24-25 25-26 26-27 27-28 28-28 36-39 ,13-19 14-19 15-19 16-19 17-19 23-24 27-30 28-31 35-28 ,{},{}
mtc-A:562,mtc-A:562,,test,"local party committees , governmental and military organs at various level should fully mobilize the initiative and creativity of the vast militiamen and reserved service , making contribution to further reform and opening up to the outside world , promote development and maintaining stability .","different levels as well as local party committees , the Government and Military Department should adequately re-deploy the numerous officers and soldiers of the militia and reserve . it is important to enhance enthusiasm , creativeness and contribute to intensify reforms , promote developments and maintain stability .","local party committee , governmental and military organ at various level should fully mobilize the initiative and creativity of the vast militiaman and reserved service , make contribution to further reform and open up to the outside world , promote development and maintain stability .","different level as well a local party committee , the government and military department should adequately re-deploy the numerous officer and soldier of the militia and reserve . it be important to enhance enthusiasm , creativeness and contribute to intensify reform , promote development and maintain stability .",0.7017543859649122,44-47 38-41 39-42 40-43 41-44 42-45 43-46 0-5 1-6 2-7 3-8 5-11 6-12 18-22 19-23 10-1 9-0 21-24 4-10 12-3 27-37 30-40 23-26 17-35 24-13 22-25 28-38 ,{},{},{},0-5 1-6 2-7 3-8 4-10 5-11 6-12 7-13 9-0 10-1 11-14 12-15 17-35 18-22 19-23 21-24 22-25 23-26 26-37 27-37 28-38 29-39 29-40 30-39 30-40 38-41 39-42 40-43 41-44 42-45 43-46 44-47 ,13-16 15-33 16-34 ,{},{}
mtc-A:21,mtc-A:21,,test,"when asked about this year 's work , Viktor Chernomyrdin said that the government is drafting a new structural reform together with an economic stipulation plan . the idea is to submit the draft plan to the enlarged government meeting for discussion on February 26 .","when referring to this year 's work , Chelno Merkin said that the new plan for structure modification and economic increase was being drafted , and was prepared to go before the government for discussion .","when ask about this year 's work , viktor chernomyrdin say that the government be draft a new structural reform together with an economic stipulation plan . the idea be to submit the draft plan to the enlarged government meeting for discussion on february 26 .","when refer to this year 's work , chelno merkin say that the new plan for structure modification and economic increase be be draft , and be prepare to go before the government for discussion .",0.5957446808510638,45-35 3-3 4-4 5-5 6-6 7-7 10-10 11-11 12-12 14-22 15-23 13-32 40-33 41-34 34-14 17-13 18-16 23-19 25-1 33-27 ,{},{},{},0-0 3-3 4-4 5-5 6-6 7-7 8-8 8-9 9-8 9-9 10-10 11-11 17-13 18-16 19-17 20-18 21-18 23-19 25-14 30-28 31-29 31-30 36-31 38-32 40-33 41-34 45-35 ,1-1 1-2 2-1 2-2 13-32 14-21 14-22 14-23 15-21 15-22 15-23 16-12 24-20 27-26 27-27 28-26 28-27 29-26 29-27 ,{},{}
mtc-A:609,mtc-A:609,,test,there are 11 township enterprises around the province have been rated as '' Greatest Economic Benefits Enterprises '' .,eleven of Fujian 's TVEs have been granted the national '' Most Economically Beneficial TVE '' award .,there be 11 township enterprise around the province have be rat a '' great economic benefit enterprise '' .,eleven of fujian 's tves have be grant the national '' most economically beneficial tve '' award .,0.8214285714285714,18-17 8-5 9-6 14-12 12-10 17-15 2-0 ,{},{},{},2-0 3-4 4-4 7-2 8-5 9-6 12-10 13-11 16-14 17-15 18-17 ,10-7 14-12 15-13 ,{},{}
mtc-A:388,mtc-A:388,,test,"in recent 2 years , some foreign investors expressed their hope to set foot in the urban construction of Xining .","in the past two years , some foreign merchants expressed their intentions of investing in the urban infrastructures of Xining City .","in recent 2 year , some foreign investor express their hope to set foot in the urban construction of xining .","in the past two year , some foreign merchant express their intention of invest in the urban infrastructure of xining city .",0.5555555555555556,20-21 3-4 4-5 5-6 6-7 14-14 15-15 16-16 8-9 9-10 18-18 19-19 1-2 2-3 0-0 ,{},{},{},0-0 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 14-14 15-15 16-16 17-17 18-18 19-19 19-20 20-21 ,10-11 10-12 10-13 11-11 11-12 11-13 12-11 12-12 12-13 13-11 13-12 13-13 ,{},{}
mtc-A:406,mtc-A:406,,test,"Moore held talks with Indonesian defense minister Wiranto last Friday , and then the day before yesterday held talks with Habibie in Surabaya .","Mur talked with Vilanto , National Defence Minister of Indonesia , last Friday , and talked with Habibi at Surabaya , the day before yesterday .","moore hold talk with indonesian defense minister wiranto last friday , and then the day before yesterday hold talk with habibie in surabaya .","mur talk with vilanto , national defence minister of indonesia , last friday , and talk with habibi at surabaya , the day before yesterday .",0.5517241379310345,23-25 8-11 9-12 10-13 11-14 13-21 14-22 15-23 16-24 2-1 3-2 18-15 19-16 20-17 4-9 6-7 5-6 22-19 ,{},{},{},0-0 1-1 2-1 3-2 4-8 4-9 5-6 6-7 7-3 8-11 9-12 10-13 11-14 13-21 14-22 15-23 16-24 17-15 18-15 19-16 20-17 21-18 22-19 23-25 ,{},{},{}
mtc-A:310,mtc-A:310,,test,"according to the agreement , Israel is to give away more land on the West Bank of Jordan to the Palestinians .","in the agreement , Israel will give even more territory in the West Bank to the Palestinians .","accord to the agreement , israel be to give away more land on the west bank of jordan to the palestinian .","in the agreement , israel will give even more territory in the west bank to the palestinian .",0.5,21-17 2-1 3-2 4-3 5-4 18-14 19-15 20-16 13-11 14-12 15-13 8-6 11-9 10-8 ,{},{},{},2-1 3-2 4-3 5-4 6-5 6-6 7-5 7-6 8-5 8-6 10-8 11-9 12-10 13-11 14-12 15-13 18-14 19-15 20-16 21-17 ,0-0 1-0 ,{},{}
mtc-A:74,mtc-A:74,,test,"in addition , there are 5,100 inland associated enterprises with 175 industrial projects already in operation .","furthermore , there are also 5,100 domestic linked enterprises and 175 industrial projects currently in production .","in addition , there be 5,100 inland associate enterprise with 175 industrial project already in operation .","furthermore , there be also 5,100 domestic link enterprise and 175 industrial project currently in production .",0.5652173913043479,16-16 2-1 3-2 4-3 10-10 11-11 12-12 8-8 7-7 5-5 6-6 1-4 ,{},{},{},0-0 1-0 2-1 3-2 4-3 5-5 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 ,6-6 ,{},{}
mtc-A:240,mtc-A:240,,test,"according to the experts , El Nino is now transforming into a new phenomenon called La Nina .",experts say the El Nino is becoming a new phenomenon called the La Nina .,"accord to the expert , el nino be now transform into a new phenomenon call la nina .",expert say the el nino be become a new phenomenon call the la nina .,0.4,17-14 11-7 12-8 13-9 14-10 5-3 6-4 7-5 15-12 16-13 3-0 ,{},{},{},0-1 1-1 3-0 5-3 6-4 7-5 9-6 10-6 11-7 12-8 13-9 14-10 15-12 16-13 17-14 ,{},{},{}
mtc-A:455,mtc-A:455,,test,this youth who works at a computer company says he and a Muslim neighbor will stand guard there all night to prevent thugs from entering their homes and robbing them .,the young man who works in a computer company said that he and his Muslim neighbors will keep guard throughout the night to prevent the rioters from looting their homes .,this youth who work at a computer company say he and a muslim neighbor will stand guard there all night to prevent thug from enter their home and rob them .,the young man who work in a computer company say that he and his muslim neighbor will keep guard throughout the night to prevent the rioter from loot their home .,0.5128205128205128,30-30 5-6 6-7 7-8 8-9 12-14 13-15 14-16 19-21 20-22 21-23 2-3 3-4 9-11 10-12 25-28 26-29 22-25 16-18 1-1 28-27 23-26 ,{},{},{},1-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-11 10-12 12-14 13-15 14-16 15-17 16-18 18-19 18-20 19-21 20-22 21-23 22-25 23-26 24-27 25-28 26-29 30-30 ,0-0 11-13 ,{},{}
mtc-A:223,mtc-A:223,,test,yesterday at the conference of French National Congress Foreign Affairs Committee .,French foreign minister made the above statement yesterday on a French National Parliament Foreign Affair Committee conference .,yesterday at the conference of french national congress foreign affair committee .,french foreign minister make the above statement yesterday on a french national parliament foreign affair committee conference .,0.5263157894736843,11-17 8-13 9-14 10-15 5-10 6-11 7-16 0-7 ,{},{},{},0-7 1-8 3-16 5-10 6-11 7-12 8-13 9-14 10-15 11-17 ,{},{},{}
mtc-A:325,mtc-A:325,,test,many are worrying privately that such a tie may affect the business of large Canadian enterprises .,"in private , some people are worried , fearing it might affect the businesses in Canada .",many be worry privately that such a tie may affect the business of large canadian enterprise .,"in private , some people be worried , fear it might affect the business in canada .",0.8148148148148149,16-16 9-11 10-12 11-13 2-8 14-15 3-1 ,{},{},{},1-5 2-6 3-0 3-1 9-11 10-12 11-13 16-16 ,0-3 0-4 2-8 8-10 12-14 14-15 ,{},{}
mtc-A:143,mtc-A:143,,test,"Talin told the reporters at the Bangkok airport , '' I had reported the loan stipulations to Premier Chuan Lee Pai last night , but we had not determined the amount , because Japan had not yet informed us '' .","speaking to reporters at the Bangkok international airport , Tarrin said '' , I have already reported to Prime Minister Chuan Leepai on the outlines of how to use the loan but we have n't decide the sum because Japan has n't informed us about it '' .","talin tell the reporter at the bangkok airport , '' i have report the loan stipulation to premier chuan lee pai last night , but we have not determine the amount , because japan have not yet inform u '' .","speak to reporter at the bangkok international airport , tarrin say '' , i have already report to prime minister chuan leepai on the outline of how to use the loan but we have n't decide the sum because japan have n't inform u about it '' .",0.6,40-47 3-2 4-3 5-4 6-5 24-31 25-32 26-33 32-38 33-39 34-40 7-7 8-8 10-13 11-14 13-29 14-30 37-42 38-43 39-46 28-35 27-34 30-37 1-0 9-11 18-20 12-10 17-18 29-36 35-41 16-17 ,{},{},{},0-9 3-2 4-3 5-4 6-5 7-7 8-12 9-11 10-13 12-16 13-23 14-30 15-24 15-25 15-26 15-27 15-28 16-17 17-18 17-19 18-20 18-24 19-21 20-21 24-31 25-32 27-34 28-35 29-36 30-37 32-38 33-39 35-41 37-42 38-43 39-46 40-47 ,1-0 1-1 11-14 26-33 34-40 ,{},{}
mtc-A:447,mtc-A:447,,test,"as early as in the 80s , the Dutch multinational corporation Philips cooperated with Wuhan and established the first joint venture -- Changfei Fiber-Optical and Fiber-Cable Co. Ltd.","Philips , the Dutch multinational corporation , cooperated with Wuhan to establish the first foreign-invested enterprise there during the 1980s , the Wuhan Yangtze Optical Fiber and Cable Company Limited","as early a in the 80 , the dutch multinational corporation philip cooperate with wuhan and establish the first joint venture -- changfei fiber-optical and fiber-cable co. ltd .","philip , the dutch multinational corporation , cooperate with wuhan to establish the first foreign-invested enterprise there during the 1980s , the wuhan yangtze optical fiber and cable company limit",0.6842105263157895,6-1 7-2 8-3 9-4 10-5 12-7 13-8 14-9 16-11 17-12 18-13 20-15 26-28 27-29 11-0 5-19 23-25 23-24 25-27 4-18 24-26 3-17 ,{},{},{},3-17 4-18 5-19 6-1 7-2 8-3 9-4 10-5 11-0 12-7 13-8 14-9 16-11 17-12 18-13 20-15 22-23 23-24 23-25 24-26 25-27 26-28 27-29 ,{},{},{}
mtc-A:135,mtc-A:135,,test,the Congress session will close on December 14 .,the congressional session will end on Dec. 14 .,the congress session will close on december 14 .,the congressional session will end on dec. 14 .,0.5,8-8 2-2 3-3 7-7 4-4 1-1 0-0 5-5 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 ,{},{},{}
mtc-A:225,mtc-A:225,,test,US delegates said the meeting had made certain progress even though some issues of concern to the US Congress might be postponed to the meeting next year for settlement .,"the U.S. representative said that although some of the issues of comparative concern to the U.S. Congress may be deferred to the next conference for resolution , some progress has been made at the current conference .",u delegate say the meeting have make certain progress even though some issue of concern to the u congress might be postpone to the meeting next year for settlement .,"the u.s. representative say that although some of the issue of comparative concern to the u.s. congress may be defer to the next conference for resolution , some progress have be make at the current conference .",0.5945945945945945,29-36 14-12 15-13 16-14 12-9 13-10 22-20 23-21 2-3 1-2 5-29 21-19 10-5 20-18 24-23 18-16 4-35 3-33 28-25 25-22 17-15 0-1 6-31 8-28 27-24 11-6 ,{},{},{},0-1 2-3 3-33 4-35 7-27 8-28 9-5 10-5 11-6 12-9 13-10 14-12 15-13 16-14 17-15 18-16 20-18 21-19 22-20 23-21 24-23 25-22 27-24 28-25 29-36 ,1-2 5-29 5-30 5-31 6-29 6-30 6-31 19-17 ,{},{}
mtc-A:121,mtc-A:121,,test,Huang Sihua made the above speech at the economic report and exchange meeting with the Malay Chinese Business League the day before .,Huang Sihua made the comment at an economic report and exchange meeting held by the Malaysian Chinese Industry and Commerce Union the day before yesterday .,huang sihua make the above speech at the economic report and exchange meeting with the malay chinese business league the day before .,huang sihua make the comment at an economic report and exchange meeting hold by the malaysian chinese industry and commerce union the day before yesterday .,0.5172413793103448,22-25 8-7 9-8 10-9 11-10 12-11 0-0 1-1 2-2 3-3 19-21 20-22 21-23 17-19 18-20 16-16 15-15 6-5 14-14 ,{},{},{},0-0 1-1 2-2 3-3 6-5 8-7 9-8 10-9 11-10 12-11 14-14 15-15 16-16 17-17 17-18 17-19 17-20 18-17 18-18 18-19 18-20 19-21 20-22 21-23 22-25 ,5-4 7-6 ,{},{}
mtc-A:75,mtc-A:75,,test,"the Ministry of Defense once indicated that about 20,000 soldiers were missing in the Korean War and that the Ministry of Defense believes there may still be some survivors .",Dedence Ministry once expressed that about twenty thousand soldiers were missing during the Korean War . Defence Ministry believes that there are some more survivors .,"the ministry of defense once indicate that about 20,000 soldier be miss in the korean war and that the ministry of defense believe there may still be some survivor .",dedence ministry once express that about twenty thousand soldier be miss during the korean war . defence ministry believe that there be some more survivor .,0.5,29-25 9-8 10-9 11-10 13-12 14-13 15-14 6-4 7-5 26-21 27-22 28-24 5-3 1-1 4-2 22-18 19-17 3-16 12-11 ,{},{},{},1-1 3-0 4-2 5-3 6-4 7-5 8-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 19-17 21-16 22-18 23-20 28-24 29-25 ,24-21 25-23 26-21 ,{},{}
