HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.pairID,Input.documentID,Input.segmentID,Input.hitType,Input.source,Input.target,Input.sourceLemmatized,Input.targetLemmatized,Input.jaccardDistance,Input.lengthDifference,Input.sureAlignments,Input.possAlignments,Input.sourceHighlights,Input.targetHighlights,Input.answerSureAlignments,Input.answerPossAlignments,Input.answerSourceHighlights,Input.answerTargetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights,Approve,Reject
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:829,,,test,"in addition to HP , vendors backing SMI-S include Computer Associates , EMC , IBM , Sun and Veritas .","Computer Associates , EMC , IBM , Sun Microsystems , and Veritas are also onboard to support the storage standard .","in addition to hp , vendor back smi-s include computer associate , emc , ibm , sun and veritas .","computer associate , emc , ibm , sun microsystems , and veritas be also onboard to support the storage standard .",0.6,1,,,,,6-16 7-17 7-18 7-19 9-0 10-1 11-2 12-3 13-4 14-5 15-6 16-7 16-8 17-10 18-11 19-20 ,{},,,,,,0-13 1-13 2-13 7-18 7-19 ,,,,6-16 9-0 10-1 11-2 12-3 13-4 14-5 15-6 16-7 16-8 17-10 18-11 19-20 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:161,,,test,about 120 potential jurors were being asked to complete a lengthy questionnaire .,the jurors were taken into the courtroom in groups of 40 and asked to fill out a questionnaire .,about 120 potential juror be be ask to complete a lengthy questionnaire .,the juror be take into the courtroom in group of 40 and ask to fill out a questionnaire .,0.6956521739130435,6,,,,,3-1 4-2 4-12 5-2 5-12 6-2 6-12 7-13 8-14 8-15 9-16 11-17 12-18 ,{},,,,,,{},,,,3-1 4-2 4-12 5-2 5-12 6-2 6-12 7-13 8-14 8-15 9-16 11-17 12-18 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2066,,,test,"the national denomination of the Episcopal Church , with 2.3 million members , is the U.S. branch of the 77 million-member Anglican Communion .","the Episcopal Church , with 2.3 million members , is the American branch of the worldwide Anglican Communion , which has 77 million adherents .","the national denomination of the episcopal church , with 2.3 million member , be the u.s. branch of the 77 million-member anglican communion .","the episcopal church , with 2.3 million member , be the american branch of the worldwide anglican communion , which have 77 million adherent .",0.375,1,,,,,0-0 5-1 6-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-21 20-22 20-23 21-16 22-17 23-24 ,{},,,,,,20-19 20-20 20-22 20-23 ,,,,4-0 5-1 6-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-21 21-16 22-17 23-24 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1160,,,test,General Jeffrey said he would donate his military pension to charity for the period he was in office at Yarralumla .,Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla .,general jeffrey say he would donate his military pension to charity for the period he be in office at yarralumla .,maj-gen jeffery say he would give his military pension to charity while he serve at yarralumla .,0.56,4,,,,,1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-11 13-11 14-12 15-13 16-13 17-13 18-14 19-15 20-16 ,0-0 ,,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-11 13-11 14-12 15-13 16-13 17-13 18-14 19-15 20-16 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2253,,,test,Mr. Grassley and Mr. Baucus rejected any disparity in drug benefits .,Grassley and Baucus said they had rejected that approach in their plan .,mr. grassley and mr. baucus reject any disparity in drug benefit .,grassley and baucus say they have reject that approach in their plan .,0.6666666666666667,1,,,,,0-0 1-0 2-1 3-2 4-2 5-5 5-6 8-9 11-12 ,0-4 1-4 2-4 3-4 4-4 ,,,,,,5-5 5-6 ,,,,0-0 1-0 2-1 3-2 4-2 11-12 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:935,,,test,"they suspect the same anarchist group that claimed responsibility for the Dec. 21 explosions near his house , according to Italian news agency ANSA .","Italian police investigating the Prodi bomb suspect an anarchist group that claimed responsibility for Dec. 21 explosions near his house , according to Italian news agency ANSA .","they suspect the same anarchist group that claim responsibility for the dec. 21 explosion near his house , accord to italian news agency ansa .","italian police investigate the prodi bomb suspect an anarchist group that claim responsibility for dec. 21 explosion near his house , accord to italian news agency ansa .",0.24137931034482762,3,,,,,1-6 4-8 5-9 6-10 7-11 8-12 9-13 11-14 12-15 13-16 14-17 15-18 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 24-27 ,0-0 0-1 2-7 ,,,,,,0-1 2-7 ,,,,1-6 4-8 5-9 6-10 7-11 8-12 9-13 11-14 12-15 13-16 14-17 15-18 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 24-27 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1237,,,test,Bush said resistance forces hostile to the U.S. presence '' feel like ... the conditions are such that they can attack us there .,there are some who feel like the conditions are such that they can attack us there .,bush say resistance force hostile to the u.s. presence '' feel like ... the condition be such that they can attack u there .,there be some who feel like the condition be such that they can attack u there .,0.48,7,,,,,10-4 11-5 13-6 14-7 15-8 16-9 17-10 18-11 19-12 20-13 21-14 22-15 23-16 ,2-3 3-3 ,,,,,,2-2 3-2 4-2 5-2 6-2 7-2 8-2 ,,,,10-4 11-5 13-6 14-7 15-8 16-9 17-10 18-11 19-12 20-13 21-14 22-15 23-16 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1248,,,test,the report by the Justice Department 's inspector general found '' significant problems '' in the government 's handling of foreigners who were jailed under blanket edicts adopted by the department after the attacks .,the Justice Department 's office of the inspector general described '' significant problems '' in the Bush administration 's actions toward the 762 foreigners held on immigration violations after the attacks .,the report by the justice department 's inspector general find '' significant problem '' in the government 's handling of foreigner who be jail under blanket edict adopt by the department after the attack .,the justice department 's office of the inspector general described '' significant problem '' in the bush administration 's action toward the 762 foreigner hold on immigration violation after the attack .,0.6052631578947368,3,,,,,3-0 4-1 5-2 6-3 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 16-17 17-18 18-19 19-20 20-23 23-24 31-28 32-29 33-30 34-31 ,24-25 25-26 25-27 26-26 26-27 ,,,,,,{},,,,3-0 4-1 5-2 6-3 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-17 17-18 18-19 19-20 20-23 23-24 24-25 31-28 32-29 33-30 34-31 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2569,,,test,"Sanchez de Lozada promised a referendum on a controversial gas project , a reform of a free market energy law and constitutional reforms .","Sanchez de Lozada promised a referendum on the gas project , a reform of energy laws and constitutional changes .","sanchez de lozada promise a referendum on a controversial gas project , a reform of a free market energy law and constitutional reform .","sanchez de lozada promise a referendum on the gas project , a reform of energy law and constitutional change .",0.2272727272727273,4,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 9-8 10-9 11-10 12-11 13-12 14-13 18-14 19-15 20-16 21-17 22-18 23-19 ,7-7 ,,,,,,7-7 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 9-8 10-9 11-10 12-11 13-12 14-13 18-14 19-15 20-16 21-17 23-19 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1938,,,test,"they looked at their son-in-law and his relatives , but did not exchange words .","she looked at her son-in-law and his relatives at times , but the two sides did not exchange words .","they look at their son-in-law and his relative , but do not exchange word .","she look at her son-in-law and his relative at time , but the two side do not exchange word .",0.38095238095238093,5,,,,,1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-10 9-11 10-15 11-16 12-17 13-18 14-19 ,0-0 ,,,,,,0-13 0-14 ,,,,1-1 2-2 4-4 5-5 6-6 7-7 8-10 9-11 10-15 11-16 12-17 13-18 14-19 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2654,,,test,among the proposals is one for Zimbabwe to have the opportunity to rejoin the 54-member body before the next CHOGM meeting in two years .,among the proposals being considered is for Zimbabwe to have the opportunity to rejoin the 54-member body before the next Commonwealth Heads of Government meeting in two years .,among the proposal be one for zimbabwe to have the opportunity to rejoin the 54-member body before the next chogm meeting in two year .,among the proposal be consider be for zimbabwe to have the opportunity to rejoin the 54-member body before the next commonwealth head of government meeting in two year .,0.2692307692307693,4,,,,,0-0 1-1 2-2 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 19-21 19-22 19-23 20-24 21-25 22-26 23-27 24-28 ,{},,,,,,19-20 19-21 19-22 19-23 ,,,,0-0 1-1 2-2 3-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 20-24 21-25 22-26 23-27 24-28 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:7,,,test,he told the Sun newspaper that Mr. Hussein 's daughters had British schools and hospitals in mind when they decided to ask for asylum .,"'' Saddam 's daughters had British schools and hospitals in mind when they decided to ask for asylum -- especially the schools '' , he told The Sun .",he tell the sun newspaper that mr. hussein 's daughter have british school and hospital in mind when they decide to ask for asylum .,"'' saddam 's daughter have british school and hospital in mind when they decide to ask for asylum -- especially the school '' , he tell the sun .",0.30000000000000004,4,,,,,0-24 1-25 2-26 3-27 7-1 8-2 9-3 10-4 11-5 12-6 13-7 14-8 15-9 16-10 17-11 18-12 19-13 20-14 21-15 22-16 23-17 24-28 ,{},,,,,,{},,,,0-24 1-25 2-26 3-27 4-27 6-1 7-1 8-2 9-3 10-4 11-5 12-6 13-7 14-8 15-9 16-10 17-11 18-12 19-13 20-14 21-15 22-16 23-17 24-28 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2251,,,test,Hester said Sanmina was the best fit among several purchase offers the company received from electronics manufacturers and computer makers .,Hester said Sanmina 's offer was the best among several newisys received from electronics manufacturers and computer makers .,hester say sanmina be the best fit among several purchase offer the company receive from electronics manufacturer and computer maker .,hester say sanmina 's offer be the best among several newisys receive from electronics manufacturer and computer maker .,0.2272727272727273,2,,,,,0-0 1-1 2-2 3-5 4-6 5-7 7-8 8-9 11-10 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 ,{},,,,,,12-10 ,,,,0-0 1-1 2-2 3-5 4-6 5-7 7-8 8-9 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2558,,,test,Malvo was brought into the courtroom for about two minutes Monday so a witness could identify him .,Malvo was in the courtroom for about two minutes yesterday to allow a prosecution witness to identify him .,malvo be bring into the courtroom for about two minute monday so a witness could identify him .,malvo be in the courtroom for about two minute yesterday to allow a prosecution witness to identify him .,0.4347826086956522,1,,,,,0-0 3-2 4-3 5-4 6-5 7-6 8-7 9-8 12-12 13-14 15-16 16-17 17-18 ,1-1 2-1 10-9 11-10 11-11 ,,,,,,3-2 10-9 11-10 11-11 14-10 14-11 ,,,,0-0 1-1 4-3 5-4 6-5 7-6 8-7 9-8 12-12 13-14 15-16 16-17 17-18 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2612,,,test,"but software license revenues , a measure financial analysts watch closely , decreased 21 percent to $ 107.6 million .","license sales , a key measure of demand , fell 21 percent to $ 107.6 million .","but software license revenue , a measure financial analyst watch closely , decrease 21 percent to $ 107.6 million .","license sale , a key measure of demand , fell 21 percent to $ 107.6 million .",0.5416666666666667,3,,,,,2-0 3-1 4-2 5-3 6-5 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 ,{},,,,,,{},,,,2-0 3-1 4-2 5-3 6-5 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:780,,,test,"overall , students are most likely to be taught by a 15-year veteran with a growing workload and slightly eroding interest in staying in teaching , the work-force portrait shows .","the average teacher is a 15-year veteran with a growing workload and slightly eroding interest in staying in teaching , the work force portrait shows .","overall , student be most likely to be teach by a 15-year veteran with a grow workload and slightly erode interest in stay in teaching , the work-force portrait show .","the average teacher be a 15-year veteran with a grow workload and slightly erode interest in stay in teaching , the work force portrait show .",0.3870967741935484,5,,,,,10-4 11-5 12-6 13-7 14-8 15-9 16-10 17-11 18-12 19-13 20-14 21-15 22-16 23-17 24-18 25-19 26-20 27-21 27-22 28-23 29-24 30-25 ,2-1 2-2 2-3 3-1 3-2 3-3 4-1 4-2 4-3 5-1 5-2 5-3 6-1 6-2 6-3 7-1 7-2 7-3 8-1 8-2 8-3 9-1 9-2 9-3 ,,,,,,0-1 3-2 8-2 ,,,,10-4 11-5 12-6 13-7 14-8 15-9 16-10 17-11 18-12 19-13 20-14 21-15 22-16 23-17 24-18 25-19 26-20 27-21 27-22 28-23 29-24 30-25 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1440,,,test,Gov. Don Carcieri said the ruling shows that state taxation laws apply on the tribe 's sales activities .,Gov. Don Carcieri said the ruling shows that state taxation laws apply to any tribal activity .,gov . don carcieri say the ruling show that state taxation law apply on the tribe 's sale activity .,gov . don carcieri say the ruling show that state taxation law apply to any tribal activity .,0.33333333333333337,2,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 14-14 15-14 17-15 18-16 ,12-12 13-13 ,,,,,,13-13 14-14 15-14 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 17-15 18-16 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1520,,,test,"her birthday , 21 April , was declared a public holiday and she attended a reception and a ball .","when his grandmother , then-Princess Elizabeth , turned 21 in 1947 , the day was declared a public holiday , and she attended a reception and a ball .","her birthday , 21 april , be declare a public holiday and she attend a reception and a ball .","when his grandmother , then-princess elizabeth , turn 21 in 1947 , the day be declare a public holiday , and she attend a reception and a ball .",0.5,9,,,,,0-4 0-5 3-8 5-11 6-14 7-15 8-16 9-17 10-18 11-20 12-21 13-22 14-23 15-24 16-25 17-26 18-27 19-28 ,3-13 4-13 ,,,,,,0-2 0-12 1-0 1-7 1-8 1-13 ,,,,5-11 6-14 7-15 8-16 9-17 10-18 11-20 12-21 13-22 14-23 15-24 16-25 17-26 18-27 19-28 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:978,,,test,the companies also announced plans to collaborate on the design for future generations of memory technologies .,the two groups said they would collaborate on the design of future memory technologies .,the company also announce plan to collaborate on the design for future generation of memory technology .,the two group say they would collaborate on the design of future memory technology .,0.5714285714285714,2,,,,,0-0 1-2 3-3 5-5 6-6 7-7 8-8 9-9 10-10 11-11 14-12 15-13 16-14 ,1-4 ,,,,,,{},,,,0-0 1-2 3-3 3-4 3-5 4-3 4-4 4-5 5-3 5-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 14-12 15-13 16-14 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2011,,,test,the Democratic primary results have a margin of error of plus or minus 6.1 percentage points .,the Democratic sample has an error margin of plus or minus 6.1 percent .,the democratic primary result have a margin of error of plus or minus 6.1 percentage point .,the democratic sample have an error margin of plus or minus 6.1 percent .,0.42105263157894735,3,,,,,0-0 1-1 4-3 5-4 6-6 8-5 9-7 10-8 11-9 12-10 13-11 14-12 15-12 16-13 ,2-2 3-2 ,,,,,,{},,,,0-0 1-1 4-3 5-4 6-6 8-5 9-7 10-8 11-9 12-10 13-11 14-12 15-12 16-13 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:435,,,test,"among the most recent additions to the list , which to date includes more than 360 groups and individuals , is Zelimkhan Yandarbiev , the former president of Chechnya .","the most recent addition to the list , which to date includes 125 names , is Zelimkhan Yandarbiev , the former president of Chechnya .","among the most recent addition to the list , which to date include more than 360 group and individual , be zelimkhan yandarbiev , the former president of chechnya .","the most recent addition to the list , which to date include 125 name , be zelimkhan yandarbiev , the former president of chechnya .",0.33333333333333337,5,,,,,1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 19-14 20-15 21-16 22-17 23-18 24-19 25-20 26-21 27-22 28-23 29-24 ,{},,,,,,15-12 ,,,,1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 16-13 17-13 18-13 19-14 20-15 21-16 22-17 23-18 24-19 25-20 26-21 27-22 28-23 29-24 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:4,,,test,the DVD-CCA then appealed to the state Supreme Court .,the DVD CCA appealed that decision to the U.S. Supreme court .,the dvd-cca then appeal to the state supreme court .,the dvd cca appeal that decision to the u.s. supreme court .,0.5714285714285714,2,,,,,0-0 1-1 1-2 3-3 4-6 5-7 7-9 8-10 9-11 ,{},,,,,,{},,,,0-0 1-1 1-2 3-3 4-6 5-7 6-8 7-9 8-10 9-11 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:3544,,,test,"it says the intervention force will confiscate weapons , reform the police , strengthen the courts and prison system and protect key institutions such as the Finance Ministry .","it will also help reform the Royal Solomon Islands police , strengthen the courts and prisons system and protect key institutions such as the Finance Ministry from intimidation .","it say the intervention force will confiscate weapon , reform the police , strengthen the court and prison system and protect key institution such a the finance ministry .","it will also help reform the royal solomon islands police , strengthen the court and prison system and protect key institution such a the finance ministry from intimidation .",0.3870967741935484,0,,,,,0-0 5-1 9-4 10-5 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 25-23 26-24 27-25 28-28 ,{},,,,,,{},,,,0-0 5-1 9-4 10-5 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 25-23 26-24 27-25 28-28 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:4064,,,test,analysts have estimated that Vivendi UNI could fetch $ 12 billion - $ 14 billion for Vue .,analysts have estimated that the two networks could fetch as much as $ 7 billion .,analyst have estimate that vivendi uni could fetch $ 12 billion - $ 14 billion for vue .,analyst have estimate that the two network could fetch as much a $ 7 billion .,0.6086956521739131,2,,,,,0-0 1-1 2-2 3-3 6-7 7-8 8-12 14-14 17-15 ,{},,,,,,4-5 4-6 5-5 5-6 9-13 ,,,,0-0 1-1 2-2 3-3 6-7 7-8 8-12 14-14 17-15 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:4030,,,test,"'' the public is understandably losing patience with these unwanted phone calls , unwanted intrusions '' , he said at a White House ceremony .","'' while many good people work in the telemarketing industry , the public is understandably losing patience with these unwanted phone calls , unwanted intrusions '' , Mr. Bush said .","'' the public be understandably lose patience with these unwanted phone call , unwanted intrusion '' , he say at a white house ceremony .","'' while many good people work in the telemarketing industry , the public be understandably lose patience with these unwanted phone call , unwanted intrusion '' , mr. bush say .",0.5,6,,,,,0-0 1-11 2-12 3-13 4-14 5-15 6-16 7-17 8-18 9-19 10-20 11-21 12-22 13-23 14-24 15-25 16-26 18-29 24-30 ,17-27 17-28 ,,,,,,17-27 17-28 ,,,,0-0 1-11 2-12 3-13 4-14 5-15 6-16 7-17 8-18 9-19 10-20 11-21 12-22 13-23 14-24 15-25 16-26 18-29 24-30 ,,,
