pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
artb_017-7-21,artb_017,7,HITInput,The agreement mentions feasibility studies for joint water projects and their funding .,The agreement exhorts the three countries to make studies of the usefulness of common water projects and the ways they will be financed .,the agreement mention feasibility study for joint water project and their funding .,the agreement exhort the three country to make study of the usefulness of common water project and the way they will be finance .,0.7307692307692308,11,7-14 0-0 1-1 8-15 10-19 11-22 4-8 3-11 6-13 9-16 12-23,,,,,,,
urd-WL-77-174260-7483866-6-4,urd-WL-77-174260-7483866,6,HITInput,"Whatever it might be , the person who gave a shock to Pervez Musharraf , he gave it in a very suitable manner .",Whatever it was and whosoever gave Perwaiz Musharraf a jolt was fine .,"whatever it might be , the person who give a shock to pervez musharraf , he give it in a very suitable manner .",whatever it be and whosoever give perwaiz musharraf a jolt be fine .,0.72,11,0-0 1-1 9-8 3-2 10-9 23-12 13-7 8-5,,,,,,,
urd-WL-80-174265-7496743-11-2,urd-WL-80-174265-7496743,11,HITInput,Started from book 26 yesterday .,"Yesterday , I had time to start reciting the Holy Quran , starting with Volume 26 .",start from book 26 yesterday .,"yesterday , i have time to start recite the holy quran , start with volume 26 .",0.7647058823529411,11,4-0 0-12 3-15 5-16,,,,,,,
XIN20030110.0005-4-2,XIN20030110.0005,4,HITInput,Schuster and his entourage arrived in Shanghai for a visit from Beijing on a charter plane at the noon of the 8th .,The Schuste delegation flied to Shanghai from Beijing on Wednesday afternoon .,schuster and his entourage arrive in shanghai for a visit from beijing on a charter plane at the noon of the 8th .,the schuste delegation flied to shanghai from beijing on wednesday afternoon .,0.7777777777777778,11,22-11 15-3 11-7 12-8 6-5 18-10 10-6,,,,,,,
chtb_221-6-38,chtb_221,6,HITInput,"At the moment , the Wenzhou people have taken immediate action to build dams in order to deal with the emergency and safeguard their homeland .",Wenzhou residents currently are working hard to protect their properties and repair the dam .,"at the moment , the wenzhou people have take immediate action to build dam in order to deal with the emergency and safeguard their homeland .",wenzhou resident currently be work hard to protect their property and repair the dam .,0.7741935483870968,11,5-0 25-14 22-7 13-13 23-8 10-4 6-1,,,,,,,
AFA20030207.9120-4-5,AFA20030207.9120,4,HITInput,"`` It has been a short time since these efforts started , '' Fleischer said in a press conference .",This process began a short time ago . '',"`` it have be a short time since these effort start , '' fleischer say in a press conference .",this process begin a short time ago . '',0.782608695652174,11,5-4 4-3 19-7 7-6 12-8 10-2 6-5,,,,,,,
AFA20030207.9120-4-3,AFA20030207.9120,4,HITInput,This work began a short while ago . '',"`` It has been a short time since these efforts started , '' Fleischer said in a press conference .",this work begin a short while ago . '',"`` it have be a short time since these effort start , '' fleischer say in a press conference .",0.8333333333333334,11,1-9 4-5 7-19 3-4 8-12 2-10 6-7,,,,,,,
ZBN19981222_0114-6-43,ZBN19981222_0114,6,HITInput,The document illustrated neither when it happened nor why the Malaysian army failed .,The document did n't disclose when this attempt took place and did n't say why the Malaysian military did n't succeed in this attempt .,the document illustrate neither when it happen nor why the malaysian army fail .,the document do n't disclose when this attempt take place and do n't say why the malaysian military do n't succeed in this attempt .,0.76,11,11-17 0-0 1-1 8-14 13-24 9-15 10-16,,,,,,,
LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-5,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,HITInput,Proposed and not proposed until we both find a name acceptable to both sides .,"Those suggested and those not suggested , so that we can both , with all we represent , reach a name accepted by both sides .",propose and not propose until we both find a name acceptable to both side .,"those suggested and those not suggest , so that we can both , with all we represent , reach a name accept by both side .",0.6923076923076923,11,1-2 0-1 2-4 8-19 3-5 7-18 13-24 9-20 14-25 10-21 12-23,,,,,,,
artb_045-8-9,artb_045,8,HITInput,"Angham will stage a concert , Wednesday evening , as a night show that is part of the Thirty-fourth Annual Festival of The Doves .",Angham will also be singing on Wednesday at the 34th Hamamat International Festival .,"angham will stage a concert , wednesday evening , a a night show that be part of the thirty-fourth annual festival of the dove .",angham will also be sing on wednesday at the 34th hamamat international festival .,0.7407407407407407,11,0-0 24-13 1-1 20-12 6-6 18-9 17-8,,,,,,,
artb_007-3-36,artb_007,3,HITInput,Among the other topics that would be dealt with in the meeting was the increasing online ticketing .,"Among the topics being dealt with in the meeting will be the increasing use of the Internet network for reserving travel tickets , according to the same source .",among the other topic that would be deal with in the meeting be the increase online ticketing .,"among the topic be dealt with in the meeting will be the increase use of the internet network for reserve travel ticket , accord to the same source .",0.7,11,12-10 9-6 1-1 3-2 17-28 7-4 16-21 6-3 13-11 15-16 0-0 8-5 14-12 11-8 10-7,,,,,,,
artb_538-6-31,artb_538,6,HITInput,"Papandreou expressed hope that next meeting will deal with transportation , trade and joint projects with EU .","Papandreou said he hoped the next committee will discuss cooperation between Bulgaria , Turkey and Greece in transport networks , commerce and joint projects with the European Union .","papandreou express hope that next meeting will deal with transportation , trade and joint project with eu .","papandreou say he hop the next committee will discuss cooperation between bulgaria , turkey and greece in transport network , commerce and joint project with the european union .",0.7352941176470589,11,2-3 7-8 0-0 4-5 13-22 15-24 10-19 11-20 17-28 16-26 1-1 14-23 6-7 9-17 12-21,,,,,,,
chtb_305-8-22,chtb_305,8,HITInput,He thought the documents just signed are important for good-neighborliness and friendly cooperation .,He thinks that the documents just signed by two countries are very important in reinforcing the friendly neighbourhood and close cooperation between two sides .,he think the document just sign be important for good-neighborliness and friendly cooperation .,he think that the document just sign by two country be very important in reinforce the friendly neighbourhood and close cooperation between two side .,0.52,11,6-10 2-3 5-6 0-0 4-5 1-1 10-18 3-4 7-12 13-24 11-16 12-20,,,,,,,
artb_030-6-44,artb_030,6,HITInput,But poor nations suffer the most from water problems that are fostering under over-population pressure .,"It is the poor countries , however , that suffer most of all from water problems , which become aggravated under the pressures of population growth .",but poor nation suffer the most from water problem that be foster under over-population pressure .,"it be the poor country , however , that suffer most of all from water problem , which become aggravate under the pressure of population growth .",0.5555555555555556,11,6-13 3-9 2-4 1-3 7-14 13-24 8-15 14-22 12-20 15-26,,,,,,,
artb_552-5-34,artb_552,5,HITInput,The spokesman pointed out the necessity of selecting specific targets to avoid hitting innocent civilians .,"The spokesman , however , pointed out that the military strikes against terrorism should be directed at precise targets in order to avoid injuring innocent civilians .",the spokesman point out the necessity of select specific target to avoid hit innocent civilian .,"the spokesman , however , point out that the military strike against terrorism should be direct at precise target in order to avoid injure innocent civilian .",0.6666666666666667,11,12-23 0-0 11-22 2-5 1-1 3-6 13-24 15-26 8-17 10-21 14-25 9-18,,,,,,,
artb_044-5-31,artb_044,5,HITInput,The committee appealed to countries responsible for international security and peacekeeping to offer the necessary support .,The committee called on `` the countries bearing a special responsibility to maintaining global peace and security to provide the necessary help required by this issue . '',the committee appeal to country responsible for international security and peacekeeping to offer the necessary support .,the committee call on `` the country bear a special responsibility to maintain global peace and security to provide the necessary help require by this issue . '',0.75,11,2-2 5-10 11-17 0-0 4-6 10-14 1-1 7-13 12-18 16-26 8-16 15-21 14-20 13-19,,,,,,,
ZBN19981222_0114-4-5,ZBN19981222_0114,4,HITInput,A Philippine intelligence file showed that Malaysian troops were attempting to occupy a reef of the Philippines .,A document from the Philippine defense information bureau shows that Malay troops attempted to take seize one of the reefs belongs to the Philippine territory on one time .,a philippine intelligence file show that malaysian troop be attempt to occupy a reef of the philippine .,a document from the philippine defense information bureau show that malay troop attempt to take seize one of the reefs belongs to the philippine territory on one time .,0.6666666666666667,11,6-10 10-13 2-6 4-8 5-9 17-28 1-23 7-11 16-4 15-18 14-17 13-19 9-12,,,,,,,
XIN20030211.0146-10-3,XIN20030211.0146,10,HITInput,"Actually , France and Russia had expressed their point of views using this `` non-paper '' method during the exchange of views process for resolution 1441 .",During the discussion of Resolution 1441 France and Russia expressed their views in this way .,"actually , france and russia have express their point of view use this `` non-paper '' method during the exchange of view process for resolution 1441 .",during the discussion of resolution 1441 france and russia express their view in this way .,0.5357142857142857,11,2-6 18-1 3-7 6-9 24-4 12-13 7-10 4-8 26-15 16-14 17-0 8-11 25-5,,,,,,,
XIN20040126.0114-5-0,XIN20040126.0114,5,HITInput,"For the first time , the number of active privately-owned enterprises exceeded the combined number of state-owned enterprises and their holding enterprises .",Private enterprises outnumbered state-owned or controlled enterprises for the first time .,"for the first time , the number of active privately-owned enterprise exceed the combined number of state-owned enterprise and their holding enterprise .",private enterprise outnumber state-owned or controlled enterprise for the first time .,0.6666666666666667,11,1-8 22-11 0-7 16-3 2-9 9-0 17-6 3-10 10-1,,,,,,,
