source,target,docID,type,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments1,answerPossAlignments1,answerSourceHighlights1,answerTargetHighlights1
Taib is currently attending an international alumni conference in the city of Adelaide .,Tayi is currently attending an international alumni meeting in Adelaide .,mtc-C:392,test,13-10 1-1 2-2 3-3 4-4 5-5 6-6 12-9 7-7 8-8 ,{},{},{},1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-9 11-9 12-9 13-10 ,0-0 ,{},{}
"recently , a number of village and township enterprises or enterprise groups with higher science and technology and of sustainable development have been mushroomed in Fujian Province .","at present , a group of township enterprises with higher technical level and greater potentiality are springing up in Fujian .",mtc-C:178,test,27-20 1-2 2-3 7-6 8-7 12-8 13-9 24-18 25-19 11-4 16-10 4-5 18-5 ,{},{},{},1-2 2-3 3-4 4-5 7-6 8-7 12-8 13-9 14-10 14-11 15-10 15-11 16-10 16-11 17-12 24-18 25-19 26-19 27-20 ,0-0 0-1 19-13 19-14 20-13 20-14 21-15 21-16 21-17 22-15 22-16 22-17 23-15 23-16 23-17 ,{},{}
"he regarded that the Chinese people is now enjoying unprecedented freedom and democracy , and has taken positive and cooperative attitudes to intellectual property protection , which the United States should not ignore .",he deemed that the liberties and democracy Chinese people have now are unprecedented in China before . China has also taken an active co-operative attitude in the protection of intellectual property rights . U.S. should not be blind to all of these .,mtc-C:444,test,33-42 2-2 3-3 4-7 5-8 11-5 12-6 22-29 23-30 30-34 31-35 28-33 29-33 16-20 15-18 20-24 1-1 0-0 10-4 9-12 17-22 19-23 24-27 ,{},{},{},0-0 1-1 2-2 3-3 4-7 5-8 6-9 7-10 8-9 9-12 10-4 11-5 12-6 15-18 16-20 17-22 19-23 20-24 21-25 22-29 23-30 24-27 27-33 28-33 29-33 30-34 31-35 32-36 32-37 32-38 33-42 ,4-17 5-17 26-39 26-40 26-41 ,{},{}
"75-year-old Dole said in his statement '' , I believe this campaign can help men become aware of the health issue they are afraid to address '' .",the 75-year-old Dole said in a statement : '' I believe this campaign will help men pay serious attention to the health problems they are afraid of discussing '' .,mtc-C:138,test,27-29 0-1 1-2 2-3 3-4 8-9 9-10 10-11 11-12 21-23 22-24 23-25 13-14 14-15 18-20 19-21 26-28 20-22 5-6 6-8 25-27 ,{},{},{},0-1 1-2 2-3 3-4 5-6 6-7 7-8 8-9 9-10 10-11 11-12 13-14 14-15 15-16 15-17 15-18 15-19 16-16 16-17 16-18 16-19 17-16 17-17 17-18 17-19 18-20 19-21 20-22 21-23 22-24 23-25 24-26 25-27 26-28 27-29 ,4-5 12-13 ,{},{}
"US Open tennis , day three",the American tennis competition came into its third day .,mtc-C:592,test,0-1 2-2 4-8 5-7 ,{},{},{},4-8 5-7 ,0-0 0-1 0-2 0-3 1-0 1-1 1-2 1-3 2-0 2-1 2-2 2-3 ,{},{}
village and township enterprises continue to lead the business development in Southeast Fujian Province in China,development of township enterprises in Southeast Fujian of China continues to take the lead,mtc-C:218,test,10-4 11-5 12-6 2-2 3-3 15-8 4-9 9-0 6-13 5-10 ,{},{},{},2-2 3-3 4-9 5-10 6-11 6-12 6-13 9-0 10-4 11-5 12-6 14-7 15-8 ,{},{},{}
"tanks patrol streets full of rocks and broken glass , thousands of soldiers carrying guns and tear-gas grenades protect the local commercial district , keeping thugs away .","tanks were patrolling on the streets full of stones and broken glasses , thousands of soldiers , with guns and tear bombs , were watching the local commercial area and kept the riots away from here .",mtc-C:66,test,27-36 9-12 10-13 11-14 12-15 2-5 3-6 4-7 19-25 20-26 21-27 6-9 7-10 14-18 15-19 8-11 5-8 22-28 24-30 1-2 0-0 16-20 17-21 26-33 ,{},{},{},0-0 2-3 2-4 2-5 3-6 4-7 5-8 6-9 7-10 8-11 9-12 10-13 11-14 12-15 13-17 14-18 15-19 16-20 17-21 19-25 20-26 21-27 22-28 23-29 26-33 27-36 ,1-1 1-2 18-23 18-24 24-30 25-32 ,{},{}
Dole 's commercial is Pfizer 's first-time effort to advertise Viagra on television .,Dole 's commercials are the first attempt by Pfizer to promote Viagra through television .,mtc-C:344,test,13-14 0-0 1-1 12-13 4-8 7-6 2-2 3-3 6-5 10-11 ,{},{},{},0-0 1-1 2-2 3-3 4-8 5-4 5-7 6-5 7-6 8-9 9-10 10-11 11-12 12-13 13-14 ,{},{},{}
the UN Secretary General has been promoting peace talks between Portugal and Indonesia since 1983 .,the United Nation 's General-Secretary began assisting in Portugal-Indonesia peace negotiations in 1983 .,mtc-C:3,test,15-13 14-12 1-1 1-2 7-9 8-10 3-4 10-8 0-0 ,{},{},{},0-0 1-1 1-2 1-3 2-4 3-4 7-9 8-10 14-12 15-13 ,4-5 4-6 4-7 5-5 5-6 5-7 6-5 6-6 6-7 9-8 10-8 11-8 12-8 13-11 ,{},{}
"in 1975 , Indonesia invaded East Timor , the former colony of Portugal , and annexed East Timor into Indonesia 's territory a few weeks later .","in 1975 Indonesia invaded East Timor , the former Portuguese colony , and after several weeks annexed East Timor to Indonesian territory .",mtc-C:291,test,26-22 3-2 4-3 5-4 6-5 7-6 8-7 9-8 15-16 16-17 17-18 0-0 1-1 13-11 14-12 10-10 12-9 19-20 21-21 24-15 ,{},{},{},0-0 1-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-10 13-11 14-12 15-16 16-17 17-18 18-19 21-21 23-14 24-15 25-13 26-22 ,11-9 12-9 19-20 20-20 ,{},{}
he thought that the Chinese people are now enjoying more freedom and democracy than before . China has also adopted a positive and cooperating attitude towards the protection of intellectual property . U.S. should not ignore these developments .,"he believes that the freedom and democracy that the Chinese people enjoy right now are incomparable with the situation in the past , and that the U.S should not be indifferent to the cooperative attitude China has adopted toward the issue of intellectual property rights .",mtc-C:377,test,38-45 2-7 3-8 4-9 5-10 10-4 11-5 12-6 28-41 29-42 30-43 16-35 17-36 33-27 34-28 8-11 7-13 19-37 1-1 0-0 24-34 23-33 25-38 32-26 26-39 ,{},{},{},0-0 2-2 3-8 4-9 5-10 6-11 7-12 7-13 8-11 10-4 11-5 12-6 16-35 17-36 19-37 23-33 24-34 25-38 26-39 29-42 30-43 32-26 33-27 34-28 35-29 35-30 35-31 38-45 ,1-1 9-15 9-16 9-17 9-18 9-19 9-20 9-21 13-15 13-16 13-17 13-18 13-19 13-20 13-21 14-15 14-16 14-17 14-18 14-19 14-20 14-21 20-32 27-44 ,{},{}
"unexpectedly , these two men became relatives by marriage while captive in North Korea .",it was unexpected that these two men became relatives by marriage in the period of prison .,mtc-C:158,test,14-16 2-4 3-5 4-6 5-7 6-8 7-9 8-10 0-2 ,{},{},{},2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 9-12 9-13 9-14 9-15 10-11 10-12 10-13 10-14 10-15 14-16 ,0-0 0-1 0-2 0-3 ,{},{}
"Mur said '' , we discussed East Timor and other related issues openly .","Moer said that '' , we frankly discussed East Timor and other related questions '' .",mtc-C:12,test,13-15 5-7 6-8 7-9 8-10 9-11 10-12 2-3 3-4 4-5 1-1 11-13 12-6 ,{},{},{},1-1 2-3 3-4 4-5 5-7 6-8 7-9 8-10 9-11 10-12 11-13 12-6 13-15 ,0-0 ,{},{}
"at the same time , in Chinatown , Jakarta , the capital of Indonesia , Chinese people and the native Indonesians fought together to protect their homes .","meanwhile , the Chinese and local Indonesians guarded their houses side by side around the China Town in the Indonesian capital of Jakarta .",mtc-C:295,test,27-23 9-1 10-2 11-20 12-21 8-22 20-6 13-19 15-3 16-16 24-7 26-9 25-8 ,{},{},{},0-0 1-0 2-0 3-0 4-1 5-13 6-15 6-16 8-22 11-20 12-21 14-1 15-3 16-3 17-4 19-5 20-6 22-10 22-11 22-12 24-7 25-8 26-9 27-23 ,13-19 ,{},{}
"the news said that even though the project will cause a large environmental problem '' , it will be the trick that eases the next century 's problem of insufficient land resources , especially in view of China 's large population '' .","it is reported that even if the project will cause serious environment problems '' , it remains an effective means of easing land resources shortage in the next century , especially as China has such a huge population '' .",mtc-C:403,test,42-39 6-6 7-7 8-8 9-9 14-13 15-14 16-15 23-26 24-27 25-28 40-37 41-38 3-3 4-4 30-22 31-23 32-29 33-30 37-32 2-2 13-12 11-10 39-36 12-11 29-24 22-21 34-25 ,{},{},{},3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-13 15-14 16-15 20-18 20-19 22-21 23-26 24-27 25-28 26-25 30-22 31-23 32-29 33-30 34-31 35-31 36-31 37-32 39-36 40-37 41-38 42-39 ,0-0 0-1 0-2 1-0 1-1 1-2 2-0 2-1 2-2 17-16 18-16 19-17 29-24 38-33 38-34 38-35 ,{},{}
"Fengling , China 's only economic development zone established by a small city , is Shanxi 's new conduit to the outside world . Shanxi is a land-locked province .","Fengling , China 's only economic development zone established by a small city , is Shanxi 's new conduit to the outside world . Shanxi is a land-locked province .",mtc-C:304,test,29-29 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 ,{},{},{}
Australia sent military officer to East Timor for supervision of Indonesian army maneuver .,Australia sends military officers to East Timor to monitor Indonesian troop movements,mtc-C:288,test,4-4 5-5 6-6 0-0 10-9 1-1 3-3 2-2 8-8 11-10 ,{},{},{},0-0 2-2 3-3 4-4 5-5 6-6 7-7 10-9 11-10 12-11 ,1-1 8-8 ,{},{}
some 37 % of those interviewed pointed out that complaints from British immigrants were not treated as seriously as complaints from other nationalities .,37 % of them pointed out that the British people 's cases were not treated the same as the others .,mtc-C:153,test,23-20 1-0 2-1 3-2 6-4 7-5 8-6 13-12 14-13 15-14 9-11 11-8 16-17 18-17 ,{},{},{},1-0 2-1 3-2 6-4 7-5 8-6 9-11 10-10 11-8 12-9 13-12 14-13 15-14 19-19 20-19 21-19 22-19 23-20 ,4-3 16-15 16-16 16-17 17-15 17-16 17-17 18-15 18-16 18-17 ,{},{}
"at the time , movie stars such as Grable and Parker went shopping there as well .","at that time , some famous movie stars , such as Gabao and Pecker etc. , had been there .",mtc-C:237,test,16-19 2-2 3-3 4-6 5-7 6-9 7-10 0-0 ,{},{},{},0-0 1-1 2-2 3-3 4-6 5-7 6-9 7-10 9-12 13-18 16-19 ,8-11 10-13 11-16 11-17 12-16 12-17 ,{},{}
"Tayma also attributed the recent event that damaged Malaysia 's international image , to Amhad .",Taiyimamu also attributed Malysia 's recently tarnished international image to Anwar .,mtc-C:626,test,15-11 1-1 2-2 10-7 11-8 4-5 ,{},{},{},1-1 2-2 7-6 8-3 9-4 10-7 11-8 13-9 15-11 ,0-0 4-5 14-10 ,{},{}
the article forbids people from libeling religious groups .,the code prohibits people from defaming a religious group .,mtc-C:1,test,8-9 3-3 4-4 2-2 7-8 6-7 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-7 7-8 8-9 ,{},{},{}
the announcement said that these two soldiers were forced to live like slaves in the mines before they escaped .,it also says that the two were forced to do slavery work in the coal mines in the North before their fleeing .,mtc-C:76,test,19-22 7-6 8-7 9-8 13-12 14-13 2-2 15-15 5-5 12-10 18-21 3-3 17-20 ,{},{},{},3-3 4-4 5-5 7-6 8-7 9-8 10-9 10-10 10-11 11-9 11-10 11-11 12-9 12-10 12-11 13-12 14-13 15-15 16-19 18-21 19-22 ,0-0 1-0 2-2 17-20 ,{},{}
37 % of the British people surveyed pointed out that their complaints are not treated as seriously as those of other immigrants .,a total of 37 percent said that complaints made by English immigrants do not receive the same conscientious treatment that those of other ethnic groups do .,mtc-C:265,test,22-26 18-20 19-21 20-22 7-5 1-4 0-3 11-7 21-11 4-10 14-18 ,{},{},{},0-3 1-4 7-5 8-5 9-6 11-7 12-14 13-13 14-14 18-20 19-21 20-22 22-26 ,10-8 10-9 10-10 10-11 15-15 15-16 15-17 15-18 16-15 16-16 16-17 16-18 17-15 17-16 17-17 17-18 21-23 21-24 ,{},{}
"relevant departments of the Henan Province government announced during the meeting various projects for economic and technological cooperation , discussing the projects with representatives who showed interest .",the official of Henan government announced the projects of the economic co-operation over which the representatives present discussed .,mtc-C:317,test,27-18 6-4 7-5 20-6 21-7 2-8 3-9 4-3 17-11 14-10 23-15 25-16 19-17 ,{},{},{},2-2 4-3 6-4 7-5 12-7 13-8 14-10 17-11 19-17 23-15 27-18 ,0-0 0-1 1-0 1-1 21-7 ,{},{}
"tanks are patrolling streets full of stones and broken glass , and thousands of soldiers equipped with guns and tear gas are guarding local commercial areas to protect from rioters .","tanks patrolled along the street littered with stones and broken glass , with thousands of troops armed with guns and tear gas bombs guarding commercial districts to keep away rioters .",mtc-C:235,test,30-30 6-7 7-8 8-9 9-10 10-11 16-17 17-18 18-19 19-20 20-21 12-13 13-14 29-29 22-23 25-25 14-15 24-24 2-1 3-4 0-0 26-26 ,{},{},{},0-0 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 22-23 24-24 25-25 26-26 27-27 27-28 28-27 28-28 29-29 30-30 ,1-1 2-1 ,{},{}
"however , Moore said Habibie refused to allow former head of Australia 's Criminal Investigation Bureau Sherman to go to East Timor for the investigation of the death of five Australian journalists in 1975 .","but Moore said that Habibie refused to let Shelman , the former director of the Australian Criminal Department , investigate that five Australian journalists were killed in East Timor in 1975 .",mtc-C:212,test,34-31 4-4 5-5 6-6 29-21 30-22 31-23 32-29 33-30 2-1 3-2 25-13 26-14 20-27 21-28 7-7 9-12 8-11 13-16 14-19 11-15 27-25 ,{},{},{},0-0 2-1 3-2 4-4 5-5 6-6 7-7 8-11 9-12 10-13 13-16 14-17 15-17 20-27 21-28 29-21 30-22 31-23 32-29 33-30 34-31 ,11-15 12-15 16-8 24-19 27-24 27-25 ,{},{}
"the declaration said , '' Chon Yong-taek is trying to keep his job . he only expressed regrets . ... that is too arrogant '' .","the declaration said '' Qianrongche tried to protect himself from being removed , he only apologized . . . . ... he thinks of his own interests before those of any others '' .",mtc-C:107,test,25-31 0-0 1-1 2-2 13-18 14-19 15-14 24-30 4-3 8-5 9-6 ,{},{},{},0-0 1-1 2-2 4-3 9-6 10-7 13-12 14-13 15-14 16-15 17-15 18-19 19-20 25-33 ,5-4 6-4 7-5 8-5 11-8 11-9 11-10 11-11 12-8 12-9 12-10 12-11 24-32 ,{},{}
"please listen to the following comprehensive report by Voice of America reporter , Fang Yuan :","now , please listen to VOA correspondent Fang Yuan 's comprehensive coverage .",mtc-C:532,test,0-2 1-3 2-4 13-7 14-8 11-6 5-10 ,{},{},{},0-2 1-3 2-4 3-9 5-10 6-11 7-9 8-5 9-5 10-5 11-6 13-7 14-8 15-12 ,4-0 ,{},{}
production and assembling will be finished for all the equipments during this year .,production and assembling will be finished for all the equipments during this year .,mtc-C:356,test,13-13 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 ,{},{},{}
this has been a comprehensive report by Voice of America 's Fang Yuan .,that was the report from the VOA correspondent Fang Yuan .,mtc-C:155,test,13-10 11-8 12-9 5-3 2-1 ,{},{},{},0-0 5-3 6-4 7-6 8-6 9-6 11-8 12-9 13-10 ,1-1 2-1 3-2 ,{},{}
Cambodia 's two prime ministers requested that the United Nations Secretary-General extend the stay of his representative in Cambodia to six months or longer .,two prime ministers of Cambodia asked UN Secretary-General to extend the duration of his representative in Cambodia to six months or longer .,mtc-C:686,test,24-22 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 2-0 3-1 4-2 11-9 12-10 8-6 9-6 5-5 10-7 0-4 ,{},{},{},0-4 1-3 2-0 3-1 4-2 5-5 8-6 9-6 10-7 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 ,{},{},{}
"according to a secret document that obviously belongs to the Indonesian military sector but is circulating among foreign journalists , there were 17,834 Indonesian troops stationed in East Timor as of the end of July .","according to what passed around among the foreign reporters , which are evidently confidential documents of Indonisian military department , by the end of July this year , Indonesian soldiers stationed in East Timor will have amounted to 17,834 .",mtc-C:275,test,35-39 25-30 26-31 27-32 28-33 31-21 32-22 33-23 34-24 0-0 1-1 24-29 23-28 4-14 3-13 12-18 11-17 18-8 17-7 16-5 6-12 22-38 19-9 ,{},{},{},0-0 1-1 3-13 4-14 6-12 10-16 11-17 12-18 16-5 17-7 18-8 19-9 20-10 21-11 22-12 22-38 23-28 24-29 25-30 26-31 27-32 28-33 29-20 30-20 31-21 32-22 33-23 34-24 35-39 ,7-15 8-15 14-3 14-4 15-3 15-4 20-34 20-35 20-36 20-37 21-34 21-35 21-36 21-37 ,{},{}
"Pinochet is currently in London , waiting for a decision from the higher courts on his extradition .","currently Pinochet is in London , waiting for the Upper House to make a decision on whether to extradite him .",mtc-C:358,test,17-20 3-3 4-4 5-5 6-6 7-7 0-1 1-2 8-13 9-14 2-0 16-18 12-9 14-15 15-19 11-8 ,{},{},{},0-1 1-2 2-0 3-3 4-4 5-5 6-6 7-7 8-13 9-14 11-8 14-15 15-19 17-20 ,12-9 12-10 13-9 13-10 16-18 ,{},{}
"however , they were quickly released in most cases .","but in most cases , they are released soon .",mtc-C:26,test,9-9 6-1 7-2 8-3 1-4 2-5 5-7 3-6 4-8 ,{},{},{},0-0 1-4 2-5 4-8 5-7 6-1 7-2 8-3 9-9 ,3-6 ,{},{}
"this May , Bob Dole admitted to having tried Viagra , and praised it highly after using , and called it a '' catholicon '' .","in May this year , Dole confessed his trial use of Viagra and spoke highly of its effect as '' panacea '' .",mtc-C:476,test,25-22 24-21 4-5 3-5 5-6 1-1 22-19 9-11 14-14 16-9 2-4 ,{},{},{},0-2 1-1 2-4 3-5 4-5 5-6 6-6 9-11 11-12 12-13 12-15 14-14 22-19 23-20 24-21 25-22 ,8-8 8-9 ,{},{}
over 90 % of the population is concentrated in one-third of China 's land .,over 90 % population concentrates on one-third country land .,mtc-C:272,test,14-9 0-0 1-1 2-2 13-8 7-4 5-3 9-6 ,{},{},{},0-0 1-1 2-2 5-3 6-4 7-4 8-5 9-6 13-8 14-9 ,11-7 12-7 ,{},{}
and the finding of dinosaur bone fossils will provide important clues for searching the geographical location and burying rules of the dinosaur fossils .,and the finding of dinosaur bone fossils will provide important clues for searching the geographical location and burying rules of the dinosaur fossils .,mtc-C:35,test,23-23 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 ,{},{},{}
in an interview with Australian newspapers yesterday and said that he knew Anwar well and believed that he would certainly be pronounced guilty of all the accused crimes .,"during an interview with Australian newspapers yesterday he said that he was '' quite familiar '' with Anwar , and believed that it was extremely possible that Anwar could be convicted of the charges against him .",mtc-C:385,test,28-36 1-1 2-2 3-3 4-4 5-5 6-6 8-8 9-9 10-10 14-19 15-20 16-21 12-17 13-13 22-30 26-33 20-29 23-31 0-0 25-32 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 8-8 9-9 10-10 11-11 11-14 11-16 12-17 13-13 14-19 15-20 16-21 18-28 20-29 21-30 22-30 23-31 25-32 26-33 26-34 26-35 27-33 27-34 27-35 28-36 ,12-27 19-22 19-23 19-24 19-25 19-26 ,{},{}
this measure has curbed economic growth and caused the rising of unemployment rate .,this kind of measure had restrained the economic growth and made the unemployment rate go up .,mtc-C:193,test,13-16 4-7 5-8 6-9 11-12 12-13 3-5 2-4 1-3 ,{},{},{},0-0 1-3 3-5 4-7 5-8 6-9 7-10 9-14 9-15 11-12 12-13 13-16 ,2-4 ,{},{}
